utterance_id,audio_path,language,speaker_id,gender,transcription,duration_sec,noise_level_db,collection_source,quality_flag,lang_warning
utt_0494,s3://india-speaks/raw/en/utt_0494.wav,gu,2979c98e,M,aaya aapka naam aaya aapka swagat hu naam swagat,2.43,55.28,call-center,1,Detected:nl
utt_0495,s3://india-speaks/raw/ta/utt_0495.wav,kn,0badd13c,Other,naam kaise swagat aaya hai se hai hai hai,1.52,42.09,crowdsourced,-1,Detected:it
utt_0496,s3://india-speaks/raw/mr/utt_0496.wav,en,6c9ca168,Other,mera mera swagat ho dilli hai hu swagat,4.44,38.09,crowdsourced,1,Detected:it
utt_0497,s3://india-speaks/raw/mr/utt_0497.wav,ta,0032decc,Other,hai mera kaise mera swagat aaya kaise hai hu,2.2,33.19,studio,-1,Detected:it
utt_0498,s3://india-speaks/raw/bn/utt_0498.wav,bn,4b3844b5,M,hai aapka hai,0.62,31.37,call-center,0,Detected:it
utt_0499,s3://india-speaks/raw/ml/utt_0499.wav,bn,32eba9b6,Other,hu kaise hai naam mera aapka kaise dilli aaya,2.57,24.87,call-center,-1,Detected:fi
utt_0500,s3://india-speaks/raw/mr/utt_0500.wav,bn,be395aa3,F,aaya swagat kaise aaya swagat hu,2.6,41.13,studio,0,Detected:en
utt_0501,s3://india-speaks/raw/hi/utt_0501.wav,mr,09cf61e8,M,aapka namaste namaste naam ho hai ho hai,0.7,30.46,call-center,0,Detected:it
utt_0502,s3://india-speaks/raw/bn/utt_0502.wav,en,d27e6a99,Other,mera aapka naam kaise aaya swagat mera hu namaste namaste,2.48,53.24,crowdsourced,-1,Detected:nl
utt_0503,s3://india-speaks/raw/gu/utt_0503.wav,kn,52ad37b7,Other,aaya namaste ho hai dilli aapka se hai mera namaste,4.6,46.44,studio,1,Detected:it
utt_0504,s3://india-speaks/raw/en/utt_0504.wav,bn,19005d6a,F,hai ho se,2.31,36.58,crowdsourced,0,Detected:it
utt_0505,s3://india-speaks/raw/kn/utt_0505.wav,pa,a57239dd,F,ho hu hai ho se aapka aaya dilli,1.94,33.2,crowdsourced,0,Detected:it
utt_0506,s3://india-speaks/raw/hi/utt_0506.wav,ml,c0c93981,Other,dilli kaise hai aapka,3.82,52.71,studio,-1,Detected:en
utt_0507,s3://india-speaks/raw/en/utt_0507.wav,pa,28a00073,Other,swagat aapka hai namaste aaya mera hai hai hai ho,3.53,51.85,call-center,1,Detected:it
utt_0508,s3://india-speaks/raw/pa/utt_0508.wav,ur,d5c8b8c4,Other,naam naam dilli aapka hai swagat kaise,4.62,26.77,studio,-1,Detected:nl
utt_0509,s3://india-speaks/raw/ur/utt_0509.wav,ta,b4b5a134,F,hai dilli naam hai dilli hai swagat,3.49,47.57,crowdsourced,0,Detected:it
utt_0510,s3://india-speaks/raw/ur/utt_0510.wav,ml,f719e840,Other,aapka hai kaise hai namaste,0.67,45.93,call-center,1,Detected:it
utt_0511,s3://india-speaks/raw/te/utt_0511.wav,pa,647ab0fe,Other,aapka namaste kaise mera aaya mera mera,3.86,26.27,crowdsourced,-1,Detected:en
utt_0512,s3://india-speaks/raw/en/utt_0512.wav,ml,57d2ab71,Other,hai naam mera mera kaise hu hai aaya,2.11,38.24,call-center,-1,Detected:en
utt_0513,s3://india-speaks/raw/kn/utt_0513.wav,hi,419ea8b4,M,aaya namaste hu kaise kaise swagat hai se se hai,2.71,51.06,call-center,0,Detected:it
utt_0514,s3://india-speaks/raw/pa/utt_0514.wav,ta,c4dd5408,Other,naam hai namaste dilli se se aaya dilli kaise namaste,1.81,55.05,call-center,-1,Detected:nl
utt_0515,s3://india-speaks/raw/pa/utt_0515.wav,kn,b82099f6,M,mera hai hu aaya mera aapka se ho,2.72,51.76,crowdsourced,1,Detected:it
utt_0516,s3://india-speaks/raw/ur/utt_0516.wav,ur,6cb8076b,F,hai dilli hai hai hai hai,2.4,33.19,call-center,-1,Detected:it
utt_0517,s3://india-speaks/raw/bn/utt_0517.wav,en,80611332,F,hu hai hai,3.6,32.93,studio,0,Detected:it
utt_0518,s3://india-speaks/raw/ml/utt_0518.wav,ta,e3e35001,M,aaya aapka hai swagat,3.66,56.38,call-center,-1,Detected:en
utt_0519,s3://india-speaks/raw/en/utt_0519.wav,ta,66e8e6f7,M,mera mera se kaise hai swagat aapka aapka swagat naam,1.64,53.84,crowdsourced,1,Detected:nl
utt_0520,s3://india-speaks/raw/te/utt_0520.wav,ta,a8e1bca6,M,hai namaste ho aaya dilli ho hai naam hai dilli,4.11,22.32,crowdsourced,-1,Detected:it
utt_0521,s3://india-speaks/raw/mr/utt_0521.wav,ta,f5db003f,Other,dilli naam mera swagat mera mera hu,4.66,30.49,call-center,0,Detected:nl
utt_0522,s3://india-speaks/raw/kn/utt_0522.wav,hi,51f1de3c,Other,kaise hai mera hai aapka dilli,1.22,48.02,studio,1,Detected:it
utt_0523,s3://india-speaks/raw/en/utt_0523.wav,ml,fd0e022d,F,kaise hu mera,3.4,52.8,call-center,0,Detected:hu
utt_0524,s3://india-speaks/raw/en/utt_0524.wav,gu,1cddcd3e,F,dilli hai aapka aaya,2.96,50.23,studio,-1,Detected:en
utt_0525,s3://india-speaks/raw/en/utt_0525.wav,gu,0ff6a591,F,swagat aapka hai hai hai,4.1,57.35,crowdsourced,0,Detected:it
utt_0526,s3://india-speaks/raw/ml/utt_0526.wav,mr,9a0efeff,F,aapka hai naam naam swagat swagat dilli se aaya naam,2.7,30.99,studio,1,Detected:nl
utt_0527,s3://india-speaks/raw/ta/utt_0527.wav,gu,d7228517,M,hai se se hai hu mera aaya hai aapka kaise,4.35,32.66,studio,1,Detected:it
utt_0528,s3://india-speaks/raw/pa/utt_0528.wav,en,1ad3d651,Other,ho ho ho ho dilli ho hu kaise,4.68,57.56,crowdsourced,-1,Detected:it
utt_0529,s3://india-speaks/raw/ur/utt_0529.wav,ta,fbdb206b,M,dilli namaste dilli swagat dilli hai kaise kaise se kaise,1.69,51.32,call-center,1,Detected:fi
utt_0530,s3://india-speaks/raw/hi/utt_0530.wav,bn,3afd1a45,F,se hai ho hai namaste swagat,3.26,36.31,studio,1,Detected:it
utt_0531,s3://india-speaks/raw/hi/utt_0531.wav,ta,51bb8f1b,F,hu hu se ho hu dilli hai hu naam namaste,2.46,41.71,call-center,1,Detected:hu
utt_0532,s3://india-speaks/raw/en/utt_0532.wav,te,e063edb4,F,hai kaise hu aapka aapka dilli kaise se,3.84,33.64,call-center,1,Detected:fi
utt_0533,s3://india-speaks/raw/ta/utt_0533.wav,hi,3029ab47,Other,aaya naam naam naam ho,4.66,39.0,studio,0,Detected:nl
utt_0534,s3://india-speaks/raw/pa/utt_0534.wav,ur,cb680fbd,M,naam se hai aapka se aaya dilli,3.55,45.06,studio,-1,Detected:nl
utt_0535,s3://india-speaks/raw/mr/utt_0535.wav,gu,74223d1b,F,aaya ho aaya swagat mera ho kaise hai,2.25,52.64,crowdsourced,-1,Detected:it
utt_0536,s3://india-speaks/raw/mr/utt_0536.wav,hi,f4269e27,Other,naam hu aapka hai ho se se,1.92,31.58,crowdsourced,0,Detected:eu
utt_0537,s3://india-speaks/raw/ta/utt_0537.wav,mr,465a6e88,Other,aaya mera namaste,2.79,59.71,call-center,-1,Detected:en
utt_0538,s3://india-speaks/raw/bn/utt_0538.wav,mr,710a8733,M,hu aaya kaise,0.68,39.57,call-center,0,Detected:fi
utt_0539,s3://india-speaks/raw/mr/utt_0539.wav,mr,2fef08b8,F,naam hai dilli naam hu se mera,1.84,42.43,studio,1,Detected:nl
utt_0540,s3://india-speaks/raw/kn/utt_0540.wav,pa,21f9875e,M,naam mera hai swagat,4.93,44.5,call-center,-1,Detected:nl
utt_0541,s3://india-speaks/raw/te/utt_0541.wav,hi,ce4eda89,M,se mera aaya hu aapka kaise swagat naam ho,0.7,28.74,crowdsourced,-1,Detected:nl
utt_0542,s3://india-speaks/raw/kn/utt_0542.wav,ur,82223a58,M,aaya ho hai hai ho namaste kaise aapka aaya,3.72,44.11,crowdsourced,1,Detected:it
utt_0543,s3://india-speaks/raw/gu/utt_0543.wav,mr,238e66d0,M,mera hai swagat se hu aaya dilli naam,4.9,48.48,call-center,1,Detected:nl
utt_0544,s3://india-speaks/raw/hi/utt_0544.wav,te,7fd9d4f2,M,swagat swagat namaste naam se,2.03,38.3,call-center,0,Detected:nl
utt_0545,s3://india-speaks/raw/pa/utt_0545.wav,te,51b1d538,M,hu kaise kaise swagat swagat hai ho hai,2.87,32.72,call-center,-1,Detected:it
utt_0546,s3://india-speaks/raw/te/utt_0546.wav,ur,ba79ae6d,F,se namaste aaya hu aapka hu,2.52,51.2,studio,-1,Detected:hu
utt_0548,s3://india-speaks/raw/en/utt_0548.wav,mr,37269e8d,F,kaise ho ho swagat kaise se,4.94,28.78,call-center,1,Detected:de
utt_0549,s3://india-speaks/raw/ml/utt_0549.wav,mr,5438b843,Other,mera naam mera swagat swagat,4.09,44.78,studio,-1,Detected:nl
utt_0550,s3://india-speaks/raw/ml/utt_0550.wav,ml,d79b6db7,F,dilli kaise swagat hu se kaise hai aapka,1.55,44.05,call-center,0,Detected:fi
utt_0551,s3://india-speaks/raw/te/utt_0551.wav,mr,1c6b3a22,F,kaise ho hu,3.42,30.04,call-center,0,Detected:hu
utt_0552,s3://india-speaks/raw/bn/utt_0552.wav,bn,71bb4eb5,Other,hu se ho aaya hai hu aapka hai,1.17,56.97,crowdsourced,0,Detected:it
utt_0553,s3://india-speaks/raw/mr/utt_0553.wav,ur,6092cb4e,M,namaste hu dilli aaya namaste aaya swagat namaste mera aapka,4.17,55.64,call-center,-1,Detected:en
utt_0554,s3://india-speaks/raw/mr/utt_0554.wav,ur,7792805c,M,namaste se aaya,1.07,41.39,call-center,0,Detected:sq
utt_0555,s3://india-speaks/raw/ur/utt_0555.wav,hi,5fe15ccc,M,hai se ho swagat mera aapka se hai,3.42,59.49,studio,0,Detected:it
utt_0556,s3://india-speaks/raw/mr/utt_0556.wav,te,fbad6ec1,F,se namaste swagat ho,4.9,22.33,studio,1,Detected:ro
utt_0557,s3://india-speaks/raw/bn/utt_0557.wav,pa,e077fd6f,M,hai namaste namaste namaste mera dilli aapka,4.37,24.8,crowdsourced,1,Detected:en
utt_0558,s3://india-speaks/raw/mr/utt_0558.wav,gu,501b7857,M,dilli dilli swagat aapka kaise swagat ho namaste hu,0.98,35.35,crowdsourced,0,Detected:en
utt_0559,s3://india-speaks/raw/mr/utt_0559.wav,ur,193d44bc,F,aaya mera aapka naam hai kaise mera aaya aapka,4.27,20.79,crowdsourced,0,Detected:en
utt_0560,s3://india-speaks/raw/kn/utt_0560.wav,en,d28f5540,F,hu hai aapka mera se naam aapka mera,2.19,30.82,call-center,0,Detected:nl
utt_0561,s3://india-speaks/raw/bn/utt_0561.wav,pa,edf3e855,Other,swagat aapka aapka ho aaya,2.33,44.64,crowdsourced,1,Detected:en
utt_0562,s3://india-speaks/raw/mr/utt_0562.wav,te,a3f73541,Other,hai dilli hai dilli mera naam,4.62,29.63,studio,1,Detected:it
utt_0563,s3://india-speaks/raw/en/utt_0563.wav,hi,b93f6c9c,M,dilli aapka ho hai naam hu namaste,3.28,30.48,studio,1,Detected:en
utt_0564,s3://india-speaks/raw/hi/utt_0564.wav,ta,89ca4108,Other,hai se hu namaste hai se hai ho namaste,4.72,43.95,studio,-1,Detected:it
utt_0565,s3://india-speaks/raw/bn/utt_0565.wav,ta,0039076e,M,swagat aaya hu ho hu ho hai ho,2.67,54.34,crowdsourced,0,Detected:it
utt_0566,s3://india-speaks/raw/ml/utt_0566.wav,hi,a354a41a,Other,kaise aaya hai se mera naam hai hai,2.74,33.72,studio,1,Detected:it
utt_0567,s3://india-speaks/raw/ml/utt_0567.wav,en,de98a278,F,namaste kaise hai hu aapka swagat ho,1.94,42.77,crowdsourced,0,Detected:it
utt_0568,s3://india-speaks/raw/hi/utt_0568.wav,kn,bb5ff94c,M,aapka kaise ho naam hu hu hu,3.26,50.23,call-center,0,Detected:hu
utt_0569,s3://india-speaks/raw/pa/utt_0569.wav,hi,031445d5,M,aapka hai se swagat dilli mera,2.88,50.04,call-center,-1,Detected:pt
utt_0570,s3://india-speaks/raw/pa/utt_0570.wav,ta,0bb3fd38,M,se kaise swagat,3.57,34.75,studio,0,Detected:fi
utt_0571,s3://india-speaks/raw/hi/utt_0571.wav,hi,b3fb65ee,F,kaise aapka swagat hai hai,2.46,22.39,studio,1,Detected:it
utt_0572,s3://india-speaks/raw/bn/utt_0572.wav,en,48a01bb2,Other,naam hu ho swagat namaste,4.93,33.97,crowdsourced,-1,Detected:nl
utt_0573,s3://india-speaks/raw/ur/utt_0573.wav,ur,434a16a7,F,hai aaya hu aaya mera aapka hu namaste hai,4.67,36.78,crowdsourced,-1,Detected:en
utt_0574,s3://india-speaks/raw/ur/utt_0574.wav,ur,e74f9a8e,M,swagat dilli naam namaste dilli aapka mera,4.22,47.03,crowdsourced,0,Detected:nl
utt_0575,s3://india-speaks/raw/en/utt_0575.wav,gu,fa048f2e,F,ho swagat ho naam hai kaise,3.18,31.63,call-center,0,Detected:it
utt_0576,s3://india-speaks/raw/gu/utt_0576.wav,kn,26817071,F,aapka ho dilli naam hai swagat aapka,0.9,41.48,studio,-1,Detected:en
utt_0577,s3://india-speaks/raw/pa/utt_0577.wav,bn,51687de6,Other,namaste aapka kaise aapka hai mera hai hai,1.6,33.37,studio,-1,Detected:it
utt_0578,s3://india-speaks/raw/pa/utt_0578.wav,hi,add6cdc3,Other,aapka aaya dilli dilli aaya hu namaste se hai hai,1.9,34.55,call-center,0,Detected:it
utt_0579,s3://india-speaks/raw/te/utt_0579.wav,bn,1f22d110,M,aaya hai se dilli swagat,2.05,31.38,crowdsourced,-1,Detected:it
utt_0580,s3://india-speaks/raw/en/utt_0580.wav,ml,939ba19a,F,hai aaya mera dilli ho namaste aapka se,2.18,55.88,call-center,-1,Detected:pt
utt_0581,s3://india-speaks/raw/en/utt_0581.wav,ta,4cb9bd85,Other,aaya hai kaise hai hai kaise namaste,1.37,54.82,call-center,-1,Detected:it
utt_0582,s3://india-speaks/raw/mr/utt_0582.wav,ta,a0f9b664,M,hai mera naam hai aapka se dilli naam se kaise,1.61,20.54,studio,1,Detected:nl
utt_0583,s3://india-speaks/raw/kn/utt_0583.wav,en,06f74a5a,M,namaste aapka se hai aapka aapka hu hai naam,3.89,47.85,crowdsourced,1,
utt_0584,s3://india-speaks/raw/kn/utt_0584.wav,gu,72065a2d,M,se dilli namaste hai ho ho aaya namaste ho,3.74,33.29,studio,1,Detected:it
utt_0585,s3://india-speaks/raw/hi/utt_0585.wav,ur,b9c35126,Other,hai namaste naam namaste hu aapka aaya se dilli,1.18,56.82,studio,-1,Detected:nl
utt_0586,s3://india-speaks/raw/te/utt_0586.wav,en,2c9a3075,Other,kaise hai kaise hu hai se kaise,3.2,52.54,crowdsourced,1,Detected:fi
utt_0587,s3://india-speaks/raw/mr/utt_0587.wav,ur,465bcd1d,Other,dilli swagat naam aaya hai dilli dilli,2.53,29.26,call-center,-1,Detected:en
utt_0588,s3://india-speaks/raw/kn/utt_0588.wav,ur,5b4fff59,M,se aaya kaise hai dilli,1.59,39.25,studio,1,Detected:it
utt_0589,s3://india-speaks/raw/pa/utt_0589.wav,pa,666c63af,Other,kaise hai aaya aapka ho hai,2.64,46.85,studio,1,Detected:it
utt_0590,s3://india-speaks/raw/ur/utt_0590.wav,ta,2a86026a,Other,swagat aaya mera kaise ho kaise swagat swagat namaste,4.79,39.29,call-center,1,Detected:en
utt_0591,s3://india-speaks/raw/ur/utt_0591.wav,mr,0660c408,Other,aaya dilli naam dilli mera ho dilli,2.97,42.61,crowdsourced,0,Detected:en
utt_0592,s3://india-speaks/raw/mr/utt_0592.wav,ur,ee65cede,Other,dilli aaya hai aaya,4.44,32.82,crowdsourced,0,Detected:en
utt_0593,s3://india-speaks/raw/en/utt_0593.wav,kn,a8448eda,F,mera ho aaya aapka hu se aaya hai,2.37,35.1,studio,-1,Detected:it
utt_0594,s3://india-speaks/raw/kn/utt_0594.wav,hi,0f93b8bf,F,kaise swagat se hai,2.62,55.24,crowdsourced,0,Detected:it
utt_0595,s3://india-speaks/raw/mr/utt_0595.wav,bn,c5a0f37f,M,namaste swagat dilli swagat aaya ho se,2.45,42.04,studio,1,Detected:sq
utt_0596,s3://india-speaks/raw/bn/utt_0596.wav,gu,9554becd,M,hai namaste naam se ho naam naam,3.98,41.41,studio,0,Detected:nl
utt_0597,s3://india-speaks/raw/bn/utt_0597.wav,kn,8b0cc8cb,Other,hai aaya hu dilli dilli hu se hai kaise,3.13,46.58,crowdsourced,-1,Detected:it
utt_0598,s3://india-speaks/raw/en/utt_0598.wav,kn,f207b522,M,kaise kaise hu aapka aaya hu,2.36,34.96,call-center,-1,Detected:fi
utt_0599,s3://india-speaks/raw/te/utt_0599.wav,ml,703da29d,F,aapka aaya hu dilli mera,0.99,33.56,call-center,1,Detected:en
utt_0600,s3://india-speaks/raw/hi/utt_0600.wav,bn,b1306a29,F,dilli dilli hai naam hu mera,2.56,26.27,call-center,0,Detected:nl
utt_0601,s3://india-speaks/raw/kn/utt_0601.wav,ml,f23674f3,Other,ho ho naam,3.48,54.41,call-center,1,Detected:nl
utt_0602,s3://india-speaks/raw/kn/utt_0602.wav,pa,79cde173,Other,namaste ho hai aaya mera,2.15,54.95,call-center,1,Detected:it
utt_0603,s3://india-speaks/raw/en/utt_0603.wav,bn,432c498d,F,hai namaste dilli naam,4.88,31.47,studio,0,Detected:nl
utt_0604,s3://india-speaks/raw/gu/utt_0604.wav,gu,c16f297c,Other,dilli mera dilli,1.77,50.33,crowdsourced,0,Detected:tr
utt_0605,s3://india-speaks/raw/pa/utt_0605.wav,mr,14e70140,Other,swagat ho mera hai kaise naam aaya hu aapka,3.69,29.71,call-center,0,Detected:en
utt_0606,s3://india-speaks/raw/pa/utt_0606.wav,ta,bd10b284,M,aaya hu namaste dilli naam se namaste namaste,3.11,52.95,crowdsourced,0,Detected:nl
utt_0607,s3://india-speaks/raw/kn/utt_0607.wav,bn,24ee5b30,F,dilli hai naam dilli swagat,4.96,57.65,studio,0,Detected:nl
utt_0608,s3://india-speaks/raw/bn/utt_0608.wav,gu,2ddedfc8,M,dilli kaise aapka ho dilli hai se kaise mera aaya,1.21,36.78,studio,0,Detected:pt
utt_0609,s3://india-speaks/raw/hi/utt_0609.wav,kn,e8292447,M,kaise dilli aaya mera swagat ho swagat,4.96,36.86,studio,0,Detected:en
utt_0610,s3://india-speaks/raw/ta/utt_0610.wav,pa,105916b3,M,kaise dilli mera namaste,4.46,52.66,call-center,1,Detected:fi
utt_0611,s3://india-speaks/raw/mr/utt_0611.wav,ml,a041a7bd,M,hai aapka namaste,2.06,36.76,crowdsourced,-1,Detected:pt
utt_0612,s3://india-speaks/raw/ta/utt_0612.wav,pa,6c5f2118,M,namaste ho namaste,2.75,28.76,call-center,0,Detected:br
utt_0613,s3://india-speaks/raw/ml/utt_0613.wav,te,db89002a,F,aaya hu swagat hai swagat swagat kaise aaya,1.17,43.49,studio,1,Detected:en
utt_0614,s3://india-speaks/raw/bn/utt_0614.wav,te,0b35cc22,F,naam aaya dilli aaya swagat aapka se namaste,1.5,46.45,studio,0,Detected:nl
utt_0616,s3://india-speaks/raw/ur/utt_0616.wav,hi,fcf8e071,F,se kaise hai kaise,4.94,53.14,studio,0,Detected:fi
utt_0617,s3://india-speaks/raw/te/utt_0617.wav,bn,152ebe1e,Other,aaya mera naam hu aaya,4.31,28.66,studio,0,Detected:nl
utt_0618,s3://india-speaks/raw/te/utt_0618.wav,ur,63f75d9c,M,se hu hai namaste hai aapka hu mera se,4.16,22.48,crowdsourced,-1,Detected:it
utt_0620,s3://india-speaks/raw/ml/utt_0620.wav,pa,bf69c670,Other,se aaya dilli se aapka mera hai kaise mera naam,4.73,56.07,crowdsourced,-1,Detected:nl
utt_0621,s3://india-speaks/raw/te/utt_0621.wav,bn,08be6712,F,dilli hai hai aapka dilli hai hai ho kaise,4.76,20.35,studio,1,Detected:it
utt_0622,s3://india-speaks/raw/mr/utt_0622.wav,mr,933896d3,Other,aapka naam naam hai hu se se dilli mera namaste,3.91,20.09,crowdsourced,-1,Detected:nl
utt_0623,s3://india-speaks/raw/te/utt_0623.wav,ur,af958e58,M,aaya dilli naam swagat kaise namaste namaste,1.36,21.34,call-center,-1,Detected:nl
utt_0624,s3://india-speaks/raw/kn/utt_0624.wav,gu,d7b1ca0e,F,swagat hu namaste se aaya dilli mera swagat kaise,3.05,57.33,studio,-1,Detected:et
utt_0625,s3://india-speaks/raw/bn/utt_0625.wav,ml,10a705b8,Other,aapka hu aaya dilli namaste swagat,2.5,54.6,call-center,-1,Detected:en
utt_0626,s3://india-speaks/raw/ml/utt_0626.wav,ur,2d6af113,F,namaste kaise aaya,3.95,50.34,call-center,0,Detected:fi
utt_0627,s3://india-speaks/raw/hi/utt_0627.wav,kn,86a3acf4,F,namaste hai se se hu hu se,3.29,39.0,call-center,0,Detected:hu
utt_0628,s3://india-speaks/raw/en/utt_0628.wav,gu,3ef2ac3e,Other,namaste aapka hai hai aaya ho naam aaya hai,0.85,58.25,crowdsourced,0,Detected:it
utt_0629,s3://india-speaks/raw/en/utt_0629.wav,pa,4e82fc9f,M,ho namaste se kaise se swagat se,1.89,21.46,crowdsourced,0,Detected:fi
utt_0630,s3://india-speaks/raw/ur/utt_0630.wav,ur,c9160ad1,F,hai ho dilli,3.42,46.55,crowdsourced,0,Detected:it
utt_0631,s3://india-speaks/raw/bn/utt_0631.wav,ur,caea58fc,M,namaste aapka swagat se namaste mera,0.5,51.47,crowdsourced,-1,Detected:fr
utt_0632,s3://india-speaks/raw/mr/utt_0632.wav,kn,e0da06f9,F,hu dilli dilli hai hai aaya hai,2.73,34.6,call-center,0,Detected:it
utt_0633,s3://india-speaks/raw/mr/utt_0633.wav,ta,0ce18683,F,se aaya hu naam mera aapka hu mera aapka,4.67,25.89,call-center,-1,Detected:nl
utt_0634,s3://india-speaks/raw/en/utt_0634.wav,ur,24ad33c3,Other,swagat dilli se hai naam ho aapka naam namaste,1.2,53.11,crowdsourced,0,Detected:nl
utt_0635,s3://india-speaks/raw/ur/utt_0635.wav,ur,fa075449,F,dilli dilli namaste namaste aapka aaya,0.61,25.97,studio,-1,Detected:en
utt_0636,s3://india-speaks/raw/pa/utt_0636.wav,mr,c0dcdf5d,F,kaise swagat hai ho aapka,2.96,26.23,crowdsourced,1,Detected:it
utt_0637,s3://india-speaks/raw/ta/utt_0637.wav,pa,da9b806d,M,swagat hai kaise dilli,4.41,21.96,call-center,0,Detected:it
utt_0639,s3://india-speaks/raw/hi/utt_0639.wav,mr,bea43574,Other,naam hai swagat naam kaise aapka,1.18,56.75,studio,-1,Detected:nl
utt_0640,s3://india-speaks/raw/pa/utt_0640.wav,mr,abe6f0a5,M,hai swagat hu,3.37,29.34,crowdsourced,0,Detected:it
utt_0641,s3://india-speaks/raw/hi/utt_0641.wav,ta,0822ea13,Other,aaya hai namaste namaste namaste,3.96,55.02,crowdsourced,1,Detected:en
utt_0642,s3://india-speaks/raw/pa/utt_0642.wav,ur,f7233a0c,Other,aaya dilli namaste naam,1.79,55.84,studio,-1,Detected:nl
utt_0644,s3://india-speaks/raw/ur/utt_0644.wav,gu,398057e5,Other,hu hai hai hai ho dilli hai naam kaise hu,4.27,21.23,studio,1,Detected:it
utt_0645,s3://india-speaks/raw/mr/utt_0645.wav,te,c28b370a,Other,ho aaya swagat hai dilli,2.88,33.69,call-center,0,Detected:it
utt_0646,s3://india-speaks/raw/pa/utt_0646.wav,hi,49f68654,M,hu aaya kaise namaste se aapka ho dilli naam,3.02,41.45,crowdsourced,-1,Detected:fi
utt_0647,s3://india-speaks/raw/ta/utt_0647.wav,bn,78c36dc4,F,aapka hai swagat ho aaya ho ho hu mera,3.04,28.17,call-center,0,Detected:it
utt_0648,s3://india-speaks/raw/ur/utt_0648.wav,hi,5c4ed09e,Other,aapka mera hai dilli naam hu dilli se kaise,2.45,40.44,crowdsourced,0,Detected:nl
utt_0649,s3://india-speaks/raw/ta/utt_0649.wav,mr,54ea16d2,F,kaise hai ho mera naam ho aaya hu aaya,2.59,28.47,studio,1,Detected:en
utt_0650,s3://india-speaks/raw/ta/utt_0650.wav,en,48db4e7c,F,swagat naam swagat kaise mera swagat,1.82,59.9,studio,1,Detected:nl
utt_0651,s3://india-speaks/raw/bn/utt_0651.wav,bn,a4c4d4a8,Other,ho hai hai dilli naam swagat,1.4,35.0,call-center,0,Detected:it
utt_0652,s3://india-speaks/raw/ml/utt_0652.wav,te,7c5b7918,Other,aapka kaise hai dilli dilli mera,0.83,54.99,call-center,0,Detected:en
utt_0653,s3://india-speaks/raw/en/utt_0653.wav,ur,846a95e9,F,hai se aapka,4.81,41.35,studio,0,Detected:pt
utt_0655,s3://india-speaks/raw/ur/utt_0655.wav,ml,a538ed98,M,kaise aapka hu,2.28,52.94,studio,-1,Detected:fi
utt_0656,s3://india-speaks/raw/kn/utt_0656.wav,hi,4b5a9e3f,Other,hu hai namaste hai kaise,3.39,28.75,crowdsourced,0,Detected:it
utt_0657,s3://india-speaks/raw/pa/utt_0657.wav,kn,a6755896,M,mera dilli hai aapka naam aaya aapka ho mera hai,4.29,48.19,call-center,0,Detected:en
utt_0658,s3://india-speaks/raw/ml/utt_0658.wav,kn,9238e6cb,F,dilli hai aaya hai aapka hu aaya aapka namaste aaya,3.39,20.82,crowdsourced,1,Detected:en
utt_0659,s3://india-speaks/raw/ml/utt_0659.wav,pa,358b48e3,F,swagat namaste hai se hu naam swagat aaya hu hu,1.63,38.94,call-center,0,Detected:nl
utt_0660,s3://india-speaks/raw/ur/utt_0660.wav,en,4c2f4670,M,hu aaya namaste aapka hai ho aapka hu,0.61,25.02,crowdsourced,1,
utt_0661,s3://india-speaks/raw/te/utt_0661.wav,te,d03dbe6e,F,hu kaise dilli hu aapka naam,2.68,57.78,crowdsourced,1,Detected:fi
utt_0662,s3://india-speaks/raw/gu/utt_0662.wav,hi,86a8fc21,F,hai naam hu,4.29,55.16,crowdsourced,0,Detected:nl
utt_0663,s3://india-speaks/raw/ml/utt_0663.wav,en,dc722411,F,swagat hai mera aaya mera aaya namaste,2.66,30.94,call-center,0,
utt_0664,s3://india-speaks/raw/kn/utt_0664.wav,te,a4351c58,M,hai hu kaise hai hu hai hai,3.71,28.99,call-center,0,Detected:it
utt_0665,s3://india-speaks/raw/gu/utt_0665.wav,gu,bb5925b0,M,aapka hu hai,2.47,22.95,studio,0,Detected:it
utt_0666,s3://india-speaks/raw/mr/utt_0666.wav,gu,08eea528,F,hai swagat mera,1.14,29.84,studio,1,Detected:it
utt_0667,s3://india-speaks/raw/ta/utt_0667.wav,bn,50a10323,M,dilli kaise se aaya se ho kaise,2.67,25.35,crowdsourced,0,Detected:fi
utt_0668,s3://india-speaks/raw/ta/utt_0668.wav,gu,da65c092,M,naam mera hai aaya aaya aapka hai,2.57,58.91,call-center,-1,Detected:en
utt_0669,s3://india-speaks/raw/ml/utt_0669.wav,gu,79f68e90,F,namaste aapka dilli hai,4.08,31.45,studio,0,Detected:pt
utt_0670,s3://india-speaks/raw/ur/utt_0670.wav,pa,0817c169,Other,swagat se se aaya,1.48,33.44,crowdsourced,0,Detected:sq
utt_0673,s3://india-speaks/raw/pa/utt_0673.wav,hi,6989b433,F,swagat hai aaya ho,0.91,40.34,call-center,1,Detected:it
utt_0674,s3://india-speaks/raw/kn/utt_0674.wav,bn,227e2e86,M,naam namaste aapka aaya,2.14,45.95,call-center,1,Detected:nl
utt_0675,s3://india-speaks/raw/pa/utt_0675.wav,en,099b15dd,F,aapka hu namaste se hai,1.12,34.64,call-center,0,Detected:pt
